risk_dial,risk_category,risk_factor,modifiable,risk_direction,question,answer,min_value,max_value,sex,prev_value,prev_doi,prev_year,prev_note,prev_study_design,prev_participants,prev_country,prev_review_date,rr_value,rr_doi,rr_year,rr_notes,rr_study_design,rr_participants,rr_country,rr_review_date
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,110.0,120.0,Male,0.090,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,1.120,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,120.0,130.0,Male,0.105,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,1.390,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,130.0,140.0,Male,0.113,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,1.810,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,140.0,150.0,Male,0.112,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,2.380,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,150.0,160.0,Male,0.103,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,3.110,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,160.0,165.0,Male,0.046,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,3.990,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,High BP,Yes,Risk,Systolic BP (mm Hg),NA,165.0,200.0,Male,0.230,https://doi.org/10.1001/jama.2020.14545,2018,See calculations in Gdrive link,Nationally representative sample (NHANES),"2,094",United States,22-May-2024,4.480,https://doi.org/10.1038/s41591-022-01974-1,2022,Supplementary Table 4,Meta-analysis,"1,486,007",Multiple countries,13-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,0,9.24,Female,0.500,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.000,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,9.24,13.53,Female,0.341,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.230,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,13.53,17.82,Female,0.136,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.513,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,17.82,22.1,Female,0.023,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.861,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,0,9.24,Male,0.500,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.000,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,9.24,13.53,Male,0.341,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.230,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,13.53,17.82,Male,0.136,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.513,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Homocysteine level,Yes,Risk,Homocysteine level (umol/L),NA,17.82,22.1,Male,0.023,https://doi.org/10.1001/archinte.166.13.1368,2006,See calculations in Gdrive link,Prospective cohort study,"15,792",United States,24-May-2024,1.861,https://doi.org/10.1001/archinte.166.13.1368,2006,Table 1,Prospective cohort study,"15,792",United States,24-May-2024
Coronary Heart Disease,Cardiometabolic,Hypertension,Yes,Risk,Have you been diagnosed with hypertension?,No,NA,NA,Female,0.603,https://www.cdc.gov/nchs/products/databriefs/db364.htm,2020,Key findings,US CDC report,Unclear,United States,10-Sep-2023,1.000,https://doi.org/10.1016/s0140-6736(04)17018-9,2004,Figure 2,Case-control study from 52 countries,"29,972",Multiple countries,10-Sep-2023
Coronary Heart Disease,Cardiometabolic,Hypertension,Yes,Risk,Have you been diagnosed with hypertension?,Yes,NA,NA,Female,0.397,https://www.cdc.gov/nchs/products/databriefs/db364.htm,2020,Key findings,US CDC report,Unclear,United States,10-Sep-2023,1.900,https://doi.org/10.1016/s0140-6736(04)17018-9,2004,Figure 2,Case-control study from 52 countries,"29,972",Multiple countries,10-Sep-2023
Coronary Heart Disease,Cardiometabolic,Hypertension,Yes,Risk,Have you been diagnosed with hypertension?,No,NA,NA,Male,0.490,https://www.cdc.gov/nchs/products/databriefs/db364.htm,2020,Key findings,US CDC report,Unclear,United States,10-Sep-2023,1.000,https://doi.org/10.1016/s0140-6736(04)17018-9,2004,Figure 2,Case-control study from 52 countries,"29,972",Multiple countries,10-Sep-2023
Coronary Heart Disease,Cardiometabolic,Hypertension,Yes,Risk,Have you been diagnosed with hypertension?,Yes,NA,NA,Male,0.510,https://www.cdc.gov/nchs/products/databriefs/db364.htm,2020,Key findings,US CDC report,Unclear,United States,10-Sep-2023,1.900,https://doi.org/10.1016/s0140-6736(04)17018-9,2004,Figure 2,Case-control study from 52 countries,"29,972",Multiple countries,10-Sep-2023
Coronary Heart Disease,Cardiometabolic,Job strain,Yes,Risk,Do you experience persistent job strain (i.e. a combination of high job demands and low job control)?,No,NA,NA,Female,0.833,https://doi.org/10.1371/journal.pone.0067323,2013,Table 1,Meta-analysis,"47,045","Germany, Sweden, UK",18-Sep-2023,1.000,https://doi.org/10.1503%2Fcmaj.121735,2013,Table 1,Meta-analysis,"102,128",Multiple countries,18-Sep-2023
Coronary Heart Disease,Cardiometabolic,Job strain,Yes,Risk,Do you experience persistent job strain (i.e. a combination of high job demands and low job control)?,Yes,NA,NA,Female,0.167,https://doi.org/10.1371/journal.pone.0067323,2013,Table 1,Meta-analysis,"47,045","Germany, Sweden, UK",18-Sep-2023,1.250,https://doi.org/10.1503%2Fcmaj.121735,2013,Table 1,Meta-analysis,"102,128",Multiple countries,18-Sep-2023
Coronary Heart Disease,Cardiometabolic,Job strain,Yes,Risk,Do you experience persistent job strain (i.e. a combination of high job demands and low job control)?,No,NA,NA,Male,0.833,https://doi.org/10.1371/journal.pone.0067323,2013,Table 1,Meta-analysis,"47,045","Germany, Sweden, UK",18-Sep-2023,1.000,https://doi.org/10.1503%2Fcmaj.121735,2013,Table 1,Meta-analysis,"102,128",Multiple countries,18-Sep-2023
Coronary Heart Disease,Cardiometabolic,Job strain,Yes,Risk,Do you experience persistent job strain (i.e. a combination of high job demands and low job control)?,Yes,NA,NA,Male,0.167,https://doi.org/10.1371/journal.pone.0067323,2013,Table 1,Meta-analysis,"47,045","Germany, Sweden, UK",18-Sep-2023,1.250,https://doi.org/10.1503%2Fcmaj.121735,2013,Table 1,Meta-analysis,"102,128",Multiple countries,18-Sep-2023
Coronary Heart Disease,Cardiometabolic,Lp(a),Yes,Risk,Lp(a) level (nmol/L),,0,125,Female,0.883,https://doi.org/10.1001/jamacardio.2025.1603,2025,Table 1,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025,1.000,https://doi.org/10.1001/jamacardio.2025.1603,2025,eTable 1 in Supplement,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025
Coronary Heart Disease,Cardiometabolic,Lp(a),Yes,Risk,Lp(a) level (nmol/L),,126,1000,Female,0.117,https://doi.org/10.1001/jamacardio.2025.1603,2025,Table 1,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025,1.420,https://doi.org/10.1001/jamacardio.2025.1603,2025,eTable 1 in Supplement,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025
Coronary Heart Disease,Cardiometabolic,Lp(a),Yes,Risk,Lp(a) level (nmol/L),,0,125,Male,0.891,https://doi.org/10.1001/jamacardio.2025.1603,2025,Table 1,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025,1.000,https://doi.org/10.1001/jamacardio.2025.1603,2025,eTable 1 in Supplement,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025
Coronary Heart Disease,Cardiometabolic,Lp(a),Yes,Risk,Lp(a) level (nmol/L),,126,1000,Male,0.109,https://doi.org/10.1001/jamacardio.2025.1603,2025,Table 1,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025,1.420,https://doi.org/10.1001/jamacardio.2025.1603,2025,eTable 1 in Supplement,Prospective cohort study,"314,783",United States and United Kingdom,26-Jun-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,0.0,4.9,Female,0.319,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.000,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,5.0,14.9,Female,0.303,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.710,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,15.0,29.9,Female,0.221,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.210,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,30.0,100.0,Female,0.157,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,2.120,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,0.0,4.9,Male,0.153,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.000,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,5.0,14.9,Male,0.262,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.710,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,15.0,29.9,Male,0.232,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,1.210,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Obstructive sleep apnea,Yes,Risk,,,30.0,100.0,Male,0.339,https://doi.org/10.1164/rccm.201312-2209OC,2013,Table 1,Retrospective cohort study,"10,149",Canada,18-Jul-2025,2.120,https://doi.org/10.5665/sleep.4654,2015,Table 4; See calculations in GDrive link,Prospective cohort study,"1,280",United States,18-Jul-2025
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,0.0,45.0,Female,0.585,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,0.310,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,45.0,55.0,Female,0.127,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,1.000,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,55.0,65.0,Female,0.136,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,2.280,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,65.0,75.0,Female,0.111,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,3.340,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,75.0,120.0,Female,0.081,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,6.320,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,0.0,45.0,Male,0.596,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,0.240,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,45.0,55.0,Male,0.121,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,1.000,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,55.0,65.0,Male,0.125,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,2.640,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,65.0,75.0,Male,0.096,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,4.510,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Older age,No,U-shaped,What is your age?,Age range,75.0,120.0,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,10-Aug-2023,7.260,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,16-Jan-2024
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,0.0,0.1,Female,0.139,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,1.000,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,0.1,7.5,Female,0.209,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.955,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,7.5,15.0,Female,0.265,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.864,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,15.0,30.0,Female,0.238,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.813,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,30.0,100.0,Female,0.149,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.771,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,0.0,0.1,Male,0.139,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,1.000,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,0.1,7.5,Male,0.209,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.955,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,7.5,15.0,Male,0.265,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.864,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,15.0,30.0,Male,0.238,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.813,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Physical activity,Yes,Protective,"How many hours a week do you engage in moderate physical activity (e.g., brisk walking, weight training, leisurely swimming, etc.)?",NA,30.0,100.0,Male,0.149,https://doi.org/10.1200%2FJCO.19.02407,2020,Table 1,Meta-analysis,"755,459",Multiple countries,12-Sep-2023,0.771,https://doi.org/10.1136/bmj.i3857,2016,"Table F in supplementary materials. RR was calculated by converting MET minutes per week to hours, and then taking the RR ranges that fit within the prevalence ranges and dividing by 2.",Meta-analysis,Unclear. 43 studies used for CHD,Multiple countries,12-Sep-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Asian,NA,NA,Female,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,0.579,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Black,NA,NA,Female,0.130,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,1.073,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Female,0.195,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,0.982,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,White,NA,NA,Female,0.613,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,1.000,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Asian,NA,NA,Male,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,0.579,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Black,NA,NA,Male,0.130,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,1.073,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Male,0.195,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,0.982,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Race (non-white),No,U-shaped,Race,White,NA,NA,Male,0.613,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,10-Aug-2023,1.000,https://www.cdc.gov/nchs/hus/contents2020-2021.htm#Table-HDPrv,2021,2019 data,US Census Data,Unclear,United States,10-Aug-2023
Coronary Heart Disease,Cardiometabolic,Red meat,Yes,Risk,How many servings of red meat do you typically have in a week?,NA,0.0,2.0,Female,0.096,https://doi.org/10.1186/s12916-021-01922-9,2021,See table 7 in the supplemental data file. Page 32,Prospective cohort study,"474,985",United Kingdom,12-Sep-2023,1.000,https://doi.org/10.1186/s12916-021-01922-9,2021,See table 7 in the supplemental data file. Page 32,Prospective cohort study,"474,985",United Kingdom,12-Sep-2023
